Id,Name,Email,Gender,Age,GPA,Intership,extracurricular_activities,Study Hours,Sleep Hours,social_platform_preference,daily_social_media_time,stress_level,Department,Attendance (%),Grade,DataBase_score,sychology_score,AI_score,Calculus_score,ComputerNetwork_score,MobileAppDev_Score
973,Jennifer,jennifer.baker.973@gslingacademy.com,female,25,2.1,FALSE,FALSE,4.9,5.8,Telegram,0.588196216,6,Biology,70,DD,61,89,66,72,90,61
974,Suzanne,suzanne.morrow.974@gslingacademy.com,female,23,3.98,TRUE,TRUE,1.2,9.9,TikTok,4.841015816,6,Biology,46,DC,77,56,93,95,50,74
975,Melissa,melissa.gonzales.975@gslingacademy.com,female,25,3.71,TRUE,FALSE,3.3,9.2,Twitter,6.502858017,3,Computer Science,46,DD,60,95,89,77,89,67
976,Erik,erik.miller.976@gslingacademy.com,male,19,2.98,FALSE,FALSE,1.1,8.2,Facebook,3.180424153,3,Biology,45,DD,60,74,60,78,94,69
977,Pamela,pamela.flores.977@gslingacademy.com,female,25,2.01,FALSE,TRUE,3.9,6.5,Instagram,4,4,Physics,49,DC,100,64,76,99,77,86
978,Amanda,amanda.hernandez.978@gslingacademy.com,female,25,2.09,FALSE,FALSE,3,8.2,Facebook,6.325820631,1,Physics,44,DD,90,87,88,87,97,100
979,Gregory,gregory.schaefer.979@gslingacademy.com,male,25,3.11,FALSE,FALSE,3.5,9.9,Telegram,2.865565928,2,Physics,47,DD,80,95,88,83,62,65
980,Annette,annette.logan.980@gslingacademy.com,female,22,2,FALSE,TRUE,6.9,7.1,Twitter,0.309848585,5,Computer Science,53,DD,77,66,81,99,99,83
981,Tamara,tamara.long.981@gslingacademy.com,female,19,3.9,TRUE,FALSE,3.5,9.6,Telegram,1.161232943,6,Computer Science,44,BB,57,67,79,87,89,89
982,John,john.baker.982@gslingacademy.com,male,22,2.63,FALSE,FALSE,3.9,5.1,Facebook,1.270540288,3,Mathematics,63,DD,84,62,96,69,98,64
983,Justin,justin.lynch.983@gslingacademy.com,male,24,2.61,FALSE,TRUE,3.9,9,Twitter,5.40932734,4,Biology,65,DD,96,85,61,97,79,70
984,Daniel,daniel.knight.984@gslingacademy.com,male,18,2.04,FALSE,FALSE,3.9,7.6,Instagram,0.976554084,2,Physics,63,DC,98,67,86,86,83,89
985,Angelica,angelica.jones.985@gslingacademy.com,female,22,3.27,TRUE,FALSE,4,6.4,Telegram,3.180424153,9,Mathematics,54,DC,81,85,71,62,62,82
986,Lance,lance.nelson.986@gslingacademy.com,male,21,3.27,FALSE,TRUE,8.4,8.4,Instagram,2.899773452,4,Chemistry,98,DD,97,94,97,100,88,99
987,Katherine,katherine.jacobson.987@gslingacademy.com,female,24,3.41,FALSE,FALSE,3.9,9.3,Facebook,3.590400918,5,Mathematics,71,BA,96,64,84,86,96,92
988,Corey,corey.taylor.988@gslingacademy.com,male,24,2.08,TRUE,FALSE,6,6.3,Telegram,4.14377974,4,Computer Science,45,BA,54,97,59,82,76,72
989,Laura,laura.russell.989@gslingacademy.com,female,24,3.96,FALSE,FALSE,3.2,8.5,Telegram,0,3,Physics,50,BA,87,87,84,95,84,65
990,Arthur,arthur.harris.990@gslingacademy.com,male,23,3.42,FALSE,FALSE,3.9,7.9,Telegram,2.631598122,1,Physics,72,AA,76,100,76,84,79,84
991,Victoria,victoria.garcia.991@gslingacademy.com,female,24,2.51,FALSE,TRUE,3.8,8.7,Twitter,2.139152909,1,Mathematics,51,BA,87,68,70,77,76,89
992,David,david.gonzales.992@gslingacademy.com,male,21,2.14,FALSE,FALSE,7.8,8.9,Telegram,3.83932121,3,Chemistry,63,AA,72,92,91,67,71,88
993,Charles,charles.thomas.993@gslingacademy.com,male,21,2.34,TRUE,FALSE,8.6,8.2,Twitter,0,8,Biology,88,AA,86,99,69,68,98,62
994,Oscar,oscar.gonzalez.994@gslingacademy.com,male,22,2.92,FALSE,TRUE,3.1,8.2,TikTok,3.300580694,8,Mathematics,50,AA,95,90,85,98,91,96
995,Sarah,sarah.miller.995@gslingacademy.com,female,21,2.24,FALSE,FALSE,3.2,8.9,Telegram,3.362988589,10,Physics,40,AA,83,71,63,80,79,83
996,Eric,eric.davis.996@gslingacademy.com,male,23,2.06,TRUE,TRUE,3.2,6.3,TikTok,5.270691904,3,Computer Science,41,BA,95,87,67,98,93,89
997,Patrick,patrick.martin.997@gslingacademy.com,male,25,2.17,FALSE,TRUE,3.4,9.6,Instagram,3.707469852,2,Biology,49,AA,72,79,98,87,76,76
998,Susan,susan.schmidt.998@gslingacademy.com,female,18,2.57,TRUE,FALSE,7.9,9,Facebook,4.391152707,4,Chemistry,64,Fail,72,64,80,98,83,85
999,Brett,brett.bell.999@gslingacademy.com,male,23,2.71,TRUE,FALSE,2.9,5.4,Telegram,3.180424153,2,Physics,42,BA,70,87,74,73,74,81
